iter	Logloss
608	0.07603353522
609	0.07600903768
610	0.07599150911
611	0.0759781853
612	0.07596770012
613	0.07594688303
614	0.07591767778
615	0.07590435795
616	0.07588737949
617	0.07587576786
618	0.07585444065
619	0.0758314386
620	0.07580871221
621	0.0757910553
622	0.07578123384
623	0.0757657414
624	0.07574839879
625	0.07571878603
626	0.07570549592
627	0.07568432606
628	0.07568336478
629	0.07566778789
630	0.07564922375
631	0.07562637889
632	0.07561198871
633	0.07560563807
634	0.0755827874
635	0.07557698387
636	0.07553923495
637	0.07552304786
638	0.07550654101
639	0.07549536566
640	0.07547628215
641	0.07546012181
642	0.07542110199
643	0.07538758687
644	0.07535587471
645	0.07532560805
646	0.07530683289
647	0.07529101648
648	0.07526250268
649	0.07524429614
650	0.07520641611
651	0.07519095393
652	0.07516335002
653	0.07511732869
654	0.07510073651
655	0.07508174036
656	0.07506164274
657	0.07505163202
658	0.07502638693
659	0.07501097828
660	0.07499950496
661	0.07497858491
662	0.07495802883
663	0.07492950711
664	0.07490725891
665	0.07489347248
666	0.07486702751
667	0.07483073375
668	0.07482179952
669	0.07481141117
670	0.07480112227
671	0.0747925264
672	0.07477361413
673	0.07476132906
674	0.07475211778
675	0.07474612379
676	0.07473732703
677	0.07471630215
678	0.0746975099
679	0.07468242295
680	0.07466029873
681	0.07464960447
682	0.07463602124
683	0.07461814
684	0.07461294729
685	0.07459978949
686	0.07459396512
687	0.07455615907
688	0.07454172801
689	0.07452867004
690	0.07451160565
691	0.07448987623
692	0.07447437431
693	0.07445907791
694	0.07443089567
695	0.07441211324
696	0.07439748743
697	0.07437205505
698	0.07435828299
699	0.07433783918
700	0.07432708555
701	0.07431305427
702	0.07429098485
703	0.07427699308
704	0.07425865424
705	0.07424847133
706	0.07422633683
707	0.07421034214
708	0.07420774462
709	0.0742025528
710	0.07419315025
711	0.07417891128
712	0.07417271939
713	0.07415190108
714	0.0741319823
715	0.074123567
716	0.0740969344
717	0.07408397185
718	0.07406576686
719	0.07405130686
720	0.07403946851
721	0.07401831313
722	0.07399315051
723	0.07397043939
724	0.07395652537
725	0.07393617074
726	0.07391893085
727	0.07390590482
728	0.07389210188
729	0.07387412457
730	0.07386547209
731	0.07385006191
732	0.07383440418
733	0.07382365004
734	0.0738128279
735	0.07379534387
736	0.07377681128
737	0.07376279928
738	0.07375156966
739	0.07372855536
740	0.07370916807
741	0.07369072081
742	0.07366743186
743	0.07363824755
744	0.07362719305
745	0.07360703163
746	0.07359750567
747	0.07358703587
748	0.0735773899
749	0.07356316692
750	0.07355916939
751	0.07354307976
752	0.07353638435
753	0.0735131259
754	0.07349934698
755	0.07348098318
756	0.07346522409
757	0.07345052583
758	0.07343850777
759	0.07343251953
760	0.07342383308
761	0.07341534061
762	0.07340453956
763	0.07338649484
764	0.07337308805
765	0.0733548609
766	0.07334074137
767	0.0733309199
768	0.07331489802
769	0.07329345203
770	0.07327640632
771	0.07324932426
772	0.07322114506
773	0.07320897002
774	0.07319664809
775	0.07317017752
776	0.07315671641
777	0.07315344703
778	0.07313651803
779	0.07310854115
780	0.07309249368
781	0.0730895815
782	0.07306419558
783	0.07304619847
784	0.07303965423
785	0.07302384282
786	0.0730098966
787	0.07299783934
788	0.07298122771
789	0.07296777845
790	0.0729583003
791	0.07294508126
792	0.07293429446
793	0.07290618595
794	0.07289812755
795	0.07288715158
796	0.0728676011
797	0.07285332304
798	0.07284532004
799	0.07283185948
800	0.0728206935
801	0.07279805546
802	0.07279256419
803	0.07276611788
804	0.07274595936
805	0.07272816007
806	0.07271801662
807	0.07270436314
808	0.07268490087
809	0.0726777415
810	0.07265698097
811	0.07264762889
812	0.07261940424
813	0.07260688219
814	0.07259205591
815	0.07258177488
816	0.07257136369
817	0.07255092971
818	0.07253677342
819	0.07252961193
820	0.07252226811
821	0.07251773385
822	0.07250345695
823	0.07249617055
824	0.07248476255
825	0.07247142921
826	0.07244257608
827	0.07242200488
828	0.07241066193
829	0.07239425682
830	0.07238756928
831	0.0723789658
832	0.07236031942
833	0.07233579288
834	0.07232994741
835	0.0723047423
836	0.07228242448
837	0.07227125305
838	0.07226269469
839	0.07225260356
840	0.07224080556
841	0.07222978968
842	0.07220868998
843	0.07220433926
844	0.07219613182
845	0.07217001937
846	0.07214148788
847	0.07212392722
848	0.07210930759
849	0.07209663404
850	0.07207761656
851	0.07206787635
852	0.07206276609
853	0.07204731861
854	0.07203009207
855	0.07201194562
856	0.07200000926
857	0.07198628452
858	0.07197455933
859	0.07196322841
860	0.07194516602
861	0.07193266864
862	0.07191870099
863	0.07189459113
864	0.07188790758
865	0.07186758298
866	0.07184484192
867	0.07182673248
868	0.07181474006
869	0.07178865971
870	0.07176638808
871	0.07175590068
872	0.07174016846
873	0.07172605213
874	0.07171195856
875	0.07170528132
876	0.07170284279
877	0.07169225795
878	0.07167876952
879	0.07166203829
880	0.07164847792
881	0.07164591401
882	0.0716408604
883	0.07163689608
884	0.07163005819
885	0.07162213591
886	0.0716098525
887	0.07159030986
888	0.07157778916
889	0.07155825407
890	0.07154900154
891	0.07153004551
892	0.07152428804
893	0.07151877134
894	0.07151153516
895	0.07150743368
896	0.0714923537
897	0.07147892884
898	0.07147167147
899	0.07145462676
900	0.0714407536
901	0.07143046835
902	0.07141985734
903	0.07139409458
904	0.07138169621
905	0.0713716098
906	0.07136787408
907	0.07135570647
908	0.07134615451
909	0.07133416546
910	0.07132495756
911	0.07131695474
912	0.0713057473
913	0.07128525574
914	0.0712834162
915	0.07127460878
916	0.07125861866
917	0.07124207409
918	0.07123135687
919	0.07122018528
920	0.07121904096
921	0.07120911177
922	0.0711923079
923	0.07118532507
924	0.07117796779
925	0.07116169144
926	0.0711484852
927	0.07114102687
928	0.07113302295
929	0.07111566599
930	0.07110801855
931	0.07110487108
932	0.07109393479
933	0.07108339508
934	0.0710738316
935	0.07106732484
936	0.07105968714
937	0.07104800928
938	0.07104268161
939	0.07103177454
940	0.07102036788
941	0.07101540231
942	0.07100903119
943	0.07099939114
944	0.07099130278
945	0.07097188268
946	0.07095256622
947	0.07093673799
948	0.07092988411
949	0.07091120963
950	0.07089916223
951	0.07088277069
952	0.07085443168
953	0.07085048078
954	0.07084095155
955	0.07083184975
956	0.07080621164
957	0.07078520191
958	0.07077526636
959	0.07076362123
960	0.07074026474
961	0.07072834919
962	0.07071408419
963	0.07070178688
964	0.07068401348
965	0.07066682975
966	0.07066512829
967	0.07064726673
968	0.07062728581
969	0.07061538676
970	0.07060594384
971	0.07059216515
972	0.07058554288
973	0.07058292205
974	0.07057255822
975	0.07056808832
976	0.07055378022
977	0.0705227383
978	0.07050269933
979	0.07048569416
980	0.07048287731
981	0.07048069263
982	0.07047729048
983	0.07046050009
984	0.07045392011
985	0.07044379095
986	0.07042621039
987	0.0704117363
988	0.07040739215
989	0.07037712849
990	0.07036365343
991	0.07035665269
992	0.07033831179
993	0.07032188056
994	0.07030469346
995	0.07028457174
996	0.07027849744
997	0.07026521045
998	0.0702438811
999	0.07023140584
