iter	Logloss
0	0.6113822818
1	0.5399211283
2	0.4821406939
3	0.4310706899
4	0.3873068675
5	0.3464656085
6	0.317143869
7	0.2878615336
8	0.2635314285
9	0.2441478555
10	0.2264373993
11	0.2117383983
12	0.1983636778
13	0.1875142081
14	0.1786670569
15	0.1708895739
16	0.1640152388
17	0.15793259
18	0.152138794
19	0.1479228766
20	0.1438536647
21	0.1401464355
22	0.1363719395
23	0.1336872998
24	0.1314882195
25	0.1287344687
26	0.1265143205
27	0.1246829776
28	0.122915009
29	0.1211920623
30	0.1197891342
31	0.118239835
32	0.1167725453
33	0.1157091409
34	0.1146025932
35	0.1136142557
36	0.112855232
37	0.11212688
38	0.1110965672
39	0.1104965396
40	0.109769692
41	0.1090974625
42	0.1085696488
43	0.1080066591
44	0.1075906165
45	0.1071992977
46	0.1067673889
47	0.1061816307
48	0.1056817444
49	0.1052144132
50	0.1048428806
51	0.1044158119
52	0.1041502284
53	0.1038564562
54	0.1035772803
55	0.1032285798
56	0.1030084877
57	0.1028143481
58	0.1026497836
59	0.1023883011
60	0.1021111393
61	0.1018094246
62	0.1016470107
63	0.10145301
64	0.1011520901
65	0.1009259017
66	0.1007377264
67	0.1005797725
68	0.1003606108
69	0.1002052196
70	0.1000272322
71	0.09983657554
72	0.099641798
73	0.09949234155
74	0.09940383827
75	0.09927421123
76	0.09912794721
77	0.09899727969
78	0.0987085073
79	0.09859711042
80	0.09845881034
81	0.09829680023
82	0.09816595594
83	0.09798478538
84	0.09782906345
85	0.09772307626
86	0.09759967054
87	0.09746404948
88	0.09734585632
89	0.09722769012
90	0.09706856222
91	0.09696559339
92	0.09680575655
93	0.09667744441
94	0.09653024712
95	0.09641863409
96	0.09632984083
97	0.09619199017
98	0.09605061929
99	0.09589974552
100	0.09578881301
101	0.09569816636
102	0.09559127542
103	0.09550105561
104	0.09540296801
105	0.09534356474
106	0.09521487016
107	0.09511426284
108	0.09500939504
109	0.09491774673
110	0.09479870321
111	0.09471706505
112	0.09456725791
113	0.09447827214
114	0.09435894036
115	0.09428895598
116	0.0941879363
117	0.09409467016
118	0.09400477486
119	0.09388960538
120	0.09378593524
121	0.09372957601
122	0.09365232862
123	0.09355519855
124	0.09349130126
125	0.0934008673
126	0.09332427913
127	0.09323324192
128	0.09312163756
129	0.09299373452
130	0.09292347001
131	0.09281982278
132	0.09274970912
133	0.09264272729
134	0.09256747884
135	0.09249294678
136	0.09239963165
137	0.09229425982
138	0.09222002346
139	0.09217718081
140	0.09209764142
141	0.09202441549
142	0.09197042383
143	0.09188185117
144	0.09182504742
145	0.09176934951
146	0.09166276855
147	0.0916069656
148	0.09156552373
149	0.09148481218
150	0.09141221122
151	0.0912994147
152	0.09122596048
153	0.09112771582
154	0.09105857481
155	0.091014375
156	0.09096646678
157	0.09090584662
158	0.09084067994
159	0.09079329147
160	0.09071078038
161	0.09066927828
162	0.09061541679
163	0.09049227535
164	0.09039237618
165	0.09033911862
166	0.09027334265
167	0.09024831171
168	0.09020726167
169	0.09012869097
170	0.09005192647
171	0.08996526475
172	0.08990865061
173	0.08985188174
174	0.08981410165
175	0.08971583375
176	0.08963562053
177	0.08957936371
178	0.08949864098
179	0.0894179392
180	0.08936982846
181	0.08928970589
182	0.08919798319
183	0.08913885886
184	0.08906453903
185	0.08901912951
186	0.08895201399
187	0.08888928744
188	0.08884028675
189	0.08878978888
190	0.08870166091
191	0.08866116643
192	0.08860094595
193	0.08855667576
194	0.08846911797
195	0.08842868872
196	0.08837552259
197	0.0883336556
198	0.08828709692
199	0.0882499858
200	0.08820549401
201	0.08815615962
202	0.08811202191
203	0.08807993329
204	0.08805291641
205	0.08802595422
206	0.0879541083
207	0.08792725013
208	0.087879815
209	0.08782507625
210	0.08778121673
211	0.08769092843
212	0.08763655308
213	0.08759754973
214	0.0875668719
215	0.08750711864
216	0.0874567318
217	0.08741659127
218	0.08739312331
219	0.08734567282
220	0.08729531245
221	0.08727031475
222	0.08721613462
223	0.08714799105
224	0.08711525782
225	0.08705634982
226	0.08703133112
227	0.08694459983
228	0.08691545696
229	0.086858737
230	0.08682943533
231	0.08678461722
232	0.08671981349
233	0.08666078726
234	0.08658344428
235	0.08655452159
236	0.08650636549
237	0.08645051285
238	0.08641341927
239	0.08638027415
240	0.08632312948
241	0.08626840532
242	0.08621976162
243	0.08616748977
244	0.08614317811
245	0.08612150516
246	0.08607320177
247	0.08603886504
248	0.08600259984
249	0.08593418633
250	0.08589541326
251	0.08585742747
252	0.0858173803
253	0.08574515937
254	0.085701145
255	0.08567105621
256	0.08563453345
257	0.08561501001
258	0.08559914596
259	0.08554655851
260	0.08550043101
261	0.08543851594
262	0.08540464191
263	0.08535447283
264	0.08531961108
265	0.08527644866
266	0.08521996684
267	0.08519903557
268	0.08514817973
269	0.08512354066
270	0.08504689299
271	0.08500326762
272	0.08496258623
273	0.08492749068
274	0.0848889264
275	0.08487493238
276	0.08483714142
277	0.08479557492
278	0.08475669526
279	0.08472917449
280	0.08467750724
281	0.084635
282	0.08460962212
283	0.0845531541
284	0.08451403941
285	0.08448635301
286	0.08444466791
287	0.0844135261
288	0.0843808818
289	0.08434182308
290	0.08429286744
291	0.08424777496
292	0.08422295518
293	0.08419101497
294	0.08413736262
295	0.08411302389
296	0.08406980628
297	0.08402485792
298	0.08399893026
299	0.08395555075
300	0.08391971987
301	0.08390033914
302	0.08386139429
303	0.08381311847
304	0.08376933932
305	0.08372491251
306	0.08367825059
307	0.08365302688
308	0.08362350968
309	0.08360856957
310	0.08357298146
311	0.08353293802
312	0.08349187052
313	0.08346959004
314	0.08342309119
315	0.08336048883
316	0.08331723982
317	0.08328453267
318	0.08325851001
319	0.08322995951
320	0.0831991737
321	0.0831634783
322	0.08314396522
323	0.08311727371
324	0.0830731842
325	0.08305382749
326	0.0829947267
327	0.08296123778
328	0.08292118177
329	0.08288274751
330	0.08286664581
331	0.08282795617
332	0.08279422416
333	0.08276346537
334	0.0827351606
335	0.08270154393
336	0.08264457344
337	0.08261632671
338	0.08257833411
339	0.08255323096
340	0.08251762155
341	0.08249175077
342	0.08244962119
343	0.08242891513
344	0.08239219773
345	0.08237108373
346	0.08233027595
347	0.0823075097
348	0.08226746978
349	0.08223700503
350	0.08219802284
351	0.08217389541
352	0.08214842218
353	0.08208702183
354	0.08205827898
355	0.08202467316
356	0.08200535713
357	0.08198792602
358	0.08195149387
359	0.08192199892
360	0.081880369
361	0.08185288402
362	0.08181399651
363	0.08178966085
364	0.08175785981
365	0.08173560402
366	0.08171123763
367	0.08168047101
368	0.08164868242
369	0.08162596695
370	0.08158612706
371	0.08156066177
372	0.08152827375
373	0.08150317289
374	0.08147170011
375	0.08144764107
376	0.08143243371
377	0.0813805393
378	0.0813474632
379	0.08132317867
380	0.08129492792
381	0.08127071519
382	0.08123836112
383	0.08122148751
384	0.08120446433
385	0.08117879457
386	0.08116088931
387	0.08111564708
388	0.08109625847
389	0.08107599826
390	0.08105077726
391	0.08100320737
392	0.08096234794
393	0.0809312598
394	0.08091035839
395	0.08089640866
396	0.08086331558
397	0.08082196647
398	0.08079110657
399	0.0807719517
400	0.08075205551
401	0.08073662328
402	0.08068022589
403	0.08064172465
404	0.08060128175
405	0.08056846117
406	0.0805534231
407	0.08052489441
408	0.08051608822
409	0.08049437157
410	0.08047284299
411	0.08045591814
412	0.08043341472
413	0.08041918822
414	0.08039768716
415	0.08037191195
416	0.08033703136
417	0.08030951302
418	0.08029298495
419	0.0802677302
420	0.08023503605
421	0.08017845891
422	0.08014738884
423	0.0801192358
424	0.08010742224
425	0.08006897124
426	0.08003144996
427	0.08002260864
428	0.07998331767
429	0.0799390285
430	0.07992038032
431	0.07990470845
432	0.07988590134
433	0.07987184582
434	0.07985470982
435	0.0798381811
436	0.07980361522
437	0.07976585043
438	0.07973249897
439	0.07971966857
440	0.07969571353
441	0.07965885987
442	0.07964432701
443	0.07962326544
444	0.07961166726
445	0.07959932757
446	0.07957416037
447	0.07953466368
448	0.07950112373
449	0.07946485878
450	0.07943433479
451	0.07942220829
452	0.07939476652
453	0.07936339308
454	0.07933935733
455	0.07930086535
456	0.07928667093
457	0.07927673151
458	0.07925889532
459	0.0792484656
460	0.0792206048
461	0.07919250775
462	0.07917039378
463	0.07915429173
464	0.07912408999
465	0.07909530443
466	0.07906396542
467	0.07904050946
468	0.07900838665
469	0.07898176858
470	0.07896142367
471	0.0789487802
472	0.07893533924
473	0.07889490917
474	0.07887739889
475	0.07885744477
476	0.07881714191
477	0.07877995857
478	0.0787469052
479	0.07871564116
480	0.07867145789
481	0.07865174505
482	0.07862052139
483	0.07860788855
484	0.07859889857
485	0.07858382355
486	0.07855858566
487	0.07854188059
488	0.07851280293
489	0.07849902842
490	0.07847661738
491	0.07845336838
492	0.07843667484
493	0.07840704881
494	0.07838592569
495	0.07837997864
496	0.07836422882
497	0.07834056935
498	0.07831149521
499	0.07829876437
500	0.07826585784
501	0.07823759555
502	0.07822255131
503	0.07820031245
504	0.07817132499
505	0.07815931696
506	0.07814013622
507	0.07810110057
508	0.07808126015
509	0.0780567223
510	0.07803616456
511	0.07802953554
512	0.07801321904
513	0.07799432867
514	0.07796799158
515	0.07794489877
516	0.07791156206
517	0.07789651226
518	0.07788859789
519	0.07786263704
520	0.07784198278
521	0.07782924274
522	0.07782612041
523	0.0777985519
524	0.07778758664
525	0.07775832221
526	0.07772722383
527	0.07771560123
528	0.07768866691
529	0.07765468536
530	0.07763498695
531	0.07761861772
532	0.07758805542
533	0.07756026419
534	0.0775503814
535	0.07754235349
536	0.07752064655
537	0.07749957131
538	0.0774772562
539	0.07746401537
540	0.07744181106
541	0.07741456975
542	0.07738456239
543	0.07736445738
544	0.07735862219
545	0.07735490051
546	0.0773344844
547	0.07731399508
548	0.07728154259
549	0.07725071471
550	0.07722233135
551	0.07721277234
552	0.0772007897
553	0.0771801928
554	0.07715361013
555	0.07713464034
556	0.0771115018
557	0.0770962758
558	0.0770877845
559	0.07705762229
560	0.07703623672
561	0.07702638877
562	0.07699824697
563	0.07697536586
564	0.07694389113
565	0.07692373114
566	0.07688999838
567	0.07687272714
568	0.0768444211
569	0.0768336892
570	0.0768163017
571	0.07678449721
572	0.0767619199
573	0.07674933906
574	0.07672492739
575	0.07670806683
576	0.07668198971
577	0.0766510126
578	0.07662456961
579	0.07658944588
580	0.07656374241
581	0.07655107745
582	0.07652565308
583	0.07650316267
584	0.07648983851
585	0.07648668342
586	0.07647410588
587	0.07642791772
588	0.07640764226
589	0.0763909761
590	0.07636891021
591	0.07635376252
592	0.0763403279
593	0.07630752851
594	0.0762959552
595	0.0762905667
596	0.07626435065
597	0.07623218729
598	0.07622093973
599	0.07620995173
600	0.07618396339
601	0.0761708154
602	0.07614688019
603	0.0761287022
604	0.07610303837
605	0.07608028458
606	0.0760677228
607	0.07604513698
